fighter_l_name_f1,fighter_l_name_f2,winner,num_rounds,title_fight,weight_class,height_diff,reach_diff,rank_diff,event_name,event_city,event_country
Magny,White,1915.0,3,F,Welterweight,2.539999999999992,10.159999999999997,0.0,UFC Fight Night: Thompson vs. Till,Liverpool,United Kingdom
Allen,Burnell,4028.0,3,F,Featherweight,0.0,2.5400000000000205,0.0,UFC Fight Night: Thompson vs. Till,Liverpool,United Kingdom
Knight,Amirkhani,3989.0,3,F,Featherweight,0.0,-2.539999999999992,0.0,UFC Fight Night: Thompson vs. Till,Liverpool,United Kingdom
Silva,Taleb,691.0,3,F,Welterweight,-5.079999999999984,-7.6200000000000045,0.0,UFC Fight Night: Thompson vs. Till,Liverpool,United Kingdom
Spicely,Stewart,536.0,3,F,Middleweight,2.539999999999992,-2.5400000000000205,0.0,UFC Fight Night: Thompson vs. Till,Liverpool,United Kingdom
Kelly,Breese,3683.0,3,F,Middleweight,-7.6200000000000045,-7.619999999999976,0.0,UFC Fight Night: Thompson vs. Till,Liverpool,United Kingdom
Lansberg,Mazany,2116.0,3,F,Women's Bantamweight,2.5400000000000205,-7.6200000000000045,0.0,UFC Fight Night: Thompson vs. Till,Liverpool,United Kingdom
Scott,Pedersoli Jr.,1282.0,3,F,Welterweight,5.079999999999984,2.539999999999992,0.0,UFC Fight Night: Thompson vs. Till,Liverpool,United Kingdom
Robertson,McCann,1001.0,3,F,Women's Flyweight,2.539999999999992,2.5400000000000205,0.0,UFC Fight Night: Thompson vs. Till,Liverpool,United Kingdom
Theodorou,Smith,412.0,3,F,Middleweight,-5.0800000000000125,0.0,0.0,UFC Fight Night: Thompson vs. Till,Liverpool,United Kingdom
Maia,Usman,310.0,5,F,Welterweight,2.539999999999992,-10.159999999999997,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Grasso,Suarez,505.0,3,F,Women's Strawweight,0.0,0.0,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Cannonier,Reyes,1065.0,3,F,Light Heavyweight,-12.699999999999989,0.0,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Rivas,Cannetti,3563.0,3,F,Bantamweight,5.0800000000000125,2.539999999999992,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Hardy,Lee,2068.0,3,F,Women's Flyweight,-5.079999999999984,-12.699999999999989,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Luque,Laprise,1953.0,3,F,Welterweight,2.539999999999992,10.159999999999997,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Cummings,Prazeres,1166.0,3,F,Welterweight,15.240000000000009,20.319999999999993,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Moreno,Pantoja,1329.0,3,F,Flyweight,5.0800000000000125,7.6200000000000045,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Botelho,Kondo,3712.0,3,F,Women's Strawweight,10.159999999999997,2.5400000000000205,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Benitez,Bandenay,3803.0,3,F,Featherweight,-7.6200000000000045,0.0,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Barzola,Davis,3839.0,3,F,Featherweight,-7.6200000000000045,-5.079999999999984,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Briones,Saenz,903.0,3,F,Bantamweight,5.0800000000000125,7.6200000000000045,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Puelles,Silva,1152.0,3,F,Lightweight,-5.079999999999984,-12.700000000000017,0.0,UFC Fight Night: Maia vs. Usman,Santiago,Chile
Nunes,Pennington,1440.0,5,T,Women's Bantamweight,2.539999999999992,5.079999999999984,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Souza,Gastelum,2861.0,3,F,Middleweight,10.159999999999997,2.539999999999992,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Dern,Cooper,3239.0,3,F,Women's Strawweight,2.539999999999992,-2.539999999999992,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Lineker,Kelleher,2008.0,3,F,Bantamweight,-7.619999999999976,2.5400000000000205,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Belfort,Machida,1934.0,3,F,Middleweight,-2.539999999999992,0.0,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Ferreira,Roberson,3008.0,3,F,Middleweight,0.0,10.159999999999997,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Oleinik,Albini,1404.0,3,F,Heavyweight,-2.539999999999992,15.23999999999998,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Ramos,Hein,1107.0,3,F,Lightweight,0.0,10.160000000000025,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Zaleski dos Santos,Strickland,30.0,3,F,Welterweight,-5.079999999999984,-7.6200000000000045,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Alves,Aliev,4001.0,3,F,Welterweight,0.0,-5.0800000000000125,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Leites,Hermansson,2580.0,3,F,Middleweight,0.0,2.539999999999992,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Mina,Emeev,3092.0,3,F,Welterweight,5.079999999999984,2.5400000000000205,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Perez,Bochnovic,1246.0,3,F,Middleweight,-7.6200000000000045,-20.32000000000002,0.0,UFC 224: Nunes vs. Pennington,Rio de Janeiro,Brazil
Barboza,Lee,2070.0,5,F,Lightweight,5.0800000000000125,-5.0800000000000125,0.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
Edgar,Swanson,3122.0,3,F,Featherweight,-5.0800000000000125,-5.0800000000000125,0.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
Willis,Sherman,122.0,3,F,Heavyweight,-7.6200000000000045,0.0,0.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
Branch,Santos,3690.0,3,F,Middleweight,-2.5400000000000205,5.0800000000000125,0.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
Sterling,Johns,541.0,3,F,Bantamweight,0.0,0.0,0.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
Miller,Hooker,2512.0,3,F,Lightweight,-10.159999999999997,-10.159999999999997,0.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
LaFlare,Garcia,2133.0,3,F,Welterweight,10.159999999999997,5.0800000000000125,0.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
Dvalishvili,Simon,666.0,3,F,Bantamweight,0.0,-2.539999999999992,0.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
Bahadurzada,Chagas,3885.0,3,F,Welterweight,-2.539999999999992,-5.0800000000000125,0.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
Anderson,Cummins,3981.0,3,F,Light Heavyweight,2.539999999999992,7.6200000000000045,0.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
Rocco Martin,Nakamura,1843.0,3,F,Welterweight,2.539999999999992,0.0,-984.0,UFC Fight Night: Barboza vs. Lee,Atlantic City,USA
Poirier,Gaethje,1189.0,5,F,Lightweight,-5.0800000000000125,5.079999999999984,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Condit,Oliveira,1398.0,3,F,Welterweight,7.6200000000000045,-2.539999999999992,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Adesanya,Vettori,4089.0,3,F,Middleweight,10.159999999999997,15.23999999999998,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Waterson-Gomez,Casey,179.0,3,F,Women's Strawweight,-10.159999999999997,-12.700000000000017,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Boetsch,Carlos Junior,3544.0,3,F,Middleweight,-5.0800000000000125,-12.699999999999989,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Salikhov,Rainey,883.0,3,F,Welterweight,-5.079999999999984,-17.78,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Reis,Moraga,1618.0,3,F,Flyweight,-5.079999999999984,-2.539999999999992,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Jotko,Tavares,438.0,3,F,Middleweight,0.0,7.6200000000000045,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Burns,Moret,3616.0,3,F,Lightweight,-5.079999999999984,-5.079999999999984,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Dobson,Mueller,1578.0,3,F,Women's Flyweight,2.539999999999992,5.079999999999984,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Lima,Okami,1409.0,3,F,Welterweight,0.0,0.0,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Bhullar,Wieczorek,142.0,3,F,Heavyweight,-10.160000000000025,-15.240000000000009,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Lopez,Perez,1250.0,3,F,Bantamweight,2.5400000000000205,5.079999999999984,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Sanders,Williams,859.0,3,F,Bantamweight,-5.0800000000000125,-15.23999999999998,0.0,UFC Fight Night: Poirier vs. Gaethje,Glendale,USA
Nurmagomedov,Iaquinta,1436.0,5,T,Lightweight,0.0,0.0,0.0,UFC 223: Khabib vs. Iaquinta,Brooklyn,USA
Namajunas,Jedrzejczyk,1523.0,5,T,Women's Strawweight,-2.539999999999992,0.0,0.0,UFC 223: Khabib vs. Iaquinta,Brooklyn,USA
Moicano,Kattar,1644.0,3,F,Featherweight,0.0,0.0,0.0,UFC 223: Khabib vs. Iaquinta,Brooklyn,USA
Magomedsharipov,Bochniak,1908.0,3,F,Featherweight,15.23999999999998,7.619999999999976,0.0,UFC 223: Khabib vs. Iaquinta,Brooklyn,USA
Lauzon,Gruetzemacher,2710.0,3,F,Lightweight,5.0800000000000125,7.6200000000000045,0.0,UFC 223: Khabib vs. Iaquinta,Brooklyn,USA
Kowalkiewicz,Herrig,2171.0,3,F,Women's Strawweight,-2.539999999999992,-2.539999999999992,0.0,UFC 223: Khabib vs. Iaquinta,Brooklyn,USA
Dunham,Aubin-Mercier,3912.0,3,F,Lightweight,2.5400000000000205,0.0,0.0,UFC 223: Khabib vs. Iaquinta,Brooklyn,USA
Rawlings,Evans-Smith,3049.0,3,F,Women's Flyweight,-5.0800000000000125,-7.6200000000000045,0.0,UFC 223: Khabib vs. Iaquinta,Brooklyn,USA
Clark,Rodriguez,3448.0,3,F,Light Heavyweight,-10.159999999999997,-17.78,0.0,UFC 223: Khabib vs. Iaquinta,Brooklyn,USA
Werdum,Volkov,225.0,5,F,Heavyweight,-7.6200000000000045,-7.619999999999976,0.0,UFC Fight Night: Werdum vs. Volkov,London,United Kingdom
Manuwa,Blachowicz,3762.0,3,F,Light Heavyweight,-2.5400000000000205,2.539999999999992,0.0,UFC Fight Night: Werdum vs. Volkov,London,United Kingdom
Duquesnoy,Ware,3143.0,3,F,Bantamweight,-2.539999999999992,-7.6200000000000045,0.0,UFC Fight Night: Werdum vs. Volkov,London,United Kingdom
Edwards,Sobotta,3117.0,3,F,Welterweight,5.0800000000000125,-2.539999999999992,0.0,UFC Fight Night: Werdum vs. Volkov,London,United Kingdom
Phillips,Byrd,3596.0,3,F,Middleweight,2.539999999999992,5.0800000000000125,0.0,UFC Fight Night: Werdum vs. Volkov,London,United Kingdom
Roberts,Enkamp,1004.0,3,F,Welterweight,2.539999999999992,-7.6200000000000045,0.0,UFC Fight Night: Werdum vs. Volkov,London,United Kingdom
Henry,Dawodu,2586.0,3,F,Featherweight,10.159999999999997,0.0,0.0,UFC Fight Night: Werdum vs. Volkov,London,United Kingdom
Craig,Ankalaev,3362.0,3,F,Light Heavyweight,0.0,2.539999999999992,0.0,UFC Fight Night: Werdum vs. Volkov,London,United Kingdom
Ray,Johnson,2362.0,3,F,Lightweight,-2.539999999999992,-12.699999999999989,0.0,UFC Fight Night: Werdum vs. Volkov,London,United Kingdom
Godbeer,Sosnovskiy,598.0,3,F,Heavyweight,2.539999999999992,0.0,0.0,UFC Fight Night: Werdum vs. Volkov,London,United Kingdom
Justino,Santos,2304.0,5,T,Women's Featherweight,5.0800000000000125,0.0,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Edgar,Ortega,1377.0,3,F,Featherweight,-5.0800000000000125,-2.539999999999992,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
O'Malley,Soukhamthath,1426.0,3,F,Bantamweight,5.0800000000000125,5.079999999999984,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Struve,Arlovski,3942.0,3,F,Heavyweight,20.319999999999993,17.78,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Zingano,Vieira,246.0,3,F,Women's Bantamweight,-5.0800000000000125,0.0,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Yoder,Dern,3239.0,3,F,Women's Strawweight,7.6200000000000045,15.23999999999998,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Dariush,Hernandez,2576.0,3,F,Lightweight,2.5400000000000205,0.0,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Dodson,Munhoz,3196.0,3,F,Bantamweight,-7.619999999999976,2.539999999999992,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Dollaway,Lombard,3191.0,3,F,Middleweight,12.700000000000017,12.699999999999989,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Pyle,Ottow,1364.0,3,F,Welterweight,2.539999999999992,5.0800000000000125,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Caraway,Stamann,559.0,3,F,Bantamweight,5.0800000000000125,10.159999999999997,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Johnson,Milstead,2358.0,3,F,Light Heavyweight,-2.539999999999992,7.6200000000000045,0.0,UFC 222: Cyborg vs. Kunitskaya,Las Vegas,USA
Emmett,Stephens,542.0,5,F,Featherweight,-7.6200000000000045,-2.539999999999992,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Andrade,Torres,3976.0,3,F,Women's Strawweight,0.0,5.079999999999984,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Saint Preux,Latifi,2105.0,3,F,Light Heavyweight,12.699999999999989,17.78,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Perry,Griffin,2721.0,3,F,Welterweight,-2.539999999999992,-12.699999999999989,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Barao,Kelleher,2260.0,3,F,Bantamweight,0.0,10.160000000000025,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
McMann,Reneau,1070.0,3,F,Women's Bantamweight,0.0,-5.0800000000000125,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Moroz,Hill,2552.0,3,F,Women's Strawweight,10.159999999999997,7.6200000000000045,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Saunders,Jouban,2321.0,3,F,Welterweight,5.0800000000000125,10.160000000000025,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Alvey,Prachnio,3999.0,3,F,Light Heavyweight,-2.539999999999992,2.539999999999992,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Yahya,Doane,80.0,3,F,Bantamweight,-2.5400000000000205,-7.6200000000000045,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Shelton,Perez,1247.0,3,F,Flyweight,0.0,7.6200000000000045,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Morales,Bermudez,3789.0,3,F,Bantamweight,-2.5400000000000205,2.539999999999992,0.0,UFC Fight Night: Emmett vs. Stephens,Orlando,USA
Cerrone,Medeiros,3499.0,5,F,Welterweight,7.619999999999976,-5.0800000000000125,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Lewis,Tybura,2034.0,3,F,Heavyweight,0.0,2.539999999999992,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Vick,Trinaldo,250.0,3,F,Lightweight,15.240000000000009,15.23999999999998,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Alves,Millender,1697.0,3,F,Welterweight,-12.700000000000017,-15.23999999999998,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Peterson,Davis,3282.0,3,F,Featherweight,0.0,-5.079999999999984,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Northcutt,Gouti,1450.0,3,F,Lightweight,5.079999999999984,-2.539999999999992,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Gordon,Ferreira,3007.0,3,F,Lightweight,0.0,-15.240000000000009,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Neal,Camozzi,1503.0,3,F,Welterweight,-7.6200000000000045,-7.6200000000000045,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Sanchez,Sanchez,861.0,3,F,Flyweight,0.0,-5.0800000000000125,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Moras,Pudilova,1153.0,3,F,Women's Bantamweight,-2.539999999999992,0.0,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Burkman,Morono,1597.0,3,F,Welterweight,-2.539999999999992,0.0,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Piechota,Williams,1205.0,3,F,Middleweight,-5.0800000000000125,0.0,0.0,UFC Fight Night: Cerrone vs. Medeiros,Austin,USA
Romero,Rockhold,960.0,5,T,Middleweight,-7.6200000000000045,-10.160000000000025,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Hunt,Blaydes,3752.0,3,F,Heavyweight,-15.23999999999998,-20.319999999999993,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Tuivasa,Asker,342.0,3,F,Heavyweight,5.0800000000000125,2.539999999999992,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Matthews,Jingliang,1810.0,3,F,Welterweight,-2.539999999999992,5.079999999999984,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Pedro,Safarov,1280.0,3,F,Light Heavyweight,5.0800000000000125,2.539999999999992,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Brown,Hyun Ma,1945.0,3,F,Lightweight,-2.539999999999992,-5.0800000000000125,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Wilkinson,Adesanya,4089.0,3,F,Middleweight,-2.539999999999992,0.0,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Volkanovski,Kennedy,227.0,3,F,Featherweight,-12.700000000000017,0.0,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Formiga,Nguyen,2955.0,3,F,Flyweight,0.0,5.0800000000000125,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Pearson,Hirota,1284.0,3,F,Lightweight,2.539999999999992,5.079999999999984,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Ishihara,Quinonez,1131.0,3,F,Bantamweight,-2.539999999999992,0.0,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Jumeau,Abe,2311.0,3,F,Welterweight,0.0,2.539999999999992,0.0,UFC 221: Romero vs. Rockhold,Perth,Australia
Machida,Anders,1934.0,5,F,Middleweight,0.0,-2.539999999999992,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Shevchenko,Cachoeira,730.0,3,F,Women's Flyweight,-5.0800000000000125,2.539999999999992,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Prazeres,Green,1166.0,3,F,Lightweight,-10.160000000000025,-15.23999999999998,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Johnson,Golm,2360.0,3,F,Heavyweight,0.0,5.0800000000000125,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Silva de Andrade,Vera,672.0,3,F,Bantamweight,-2.539999999999992,-5.0800000000000125,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Santos,Smith,832.0,3,F,Middleweight,-5.079999999999984,0.0,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Moraes,Means,1621.0,3,F,Welterweight,-5.0800000000000125,-7.6200000000000045,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Patrick,Hadzovic,1298.0,3,F,Lightweight,5.0800000000000125,10.159999999999997,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Stevenson,Viana,252.0,3,F,Women's Strawweight,-2.539999999999992,-12.700000000000017,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Alcantara,Soto,4057.0,3,F,Bantamweight,7.6200000000000045,15.240000000000009,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Figueiredo,Morales,2997.0,3,F,Flyweight,-2.539999999999992,-2.539999999999992,0.0,UFC Fight Night: Machida vs. Anders,Belem,Brazil
Souza,Brunson,587.0,5,F,Middleweight,0.0,-12.700000000000017,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Bermudez,Fili,2991.0,3,F,Featherweight,-12.700000000000017,-20.32000000000002,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Rinaldi,Gillespie,2831.0,3,F,Lightweight,7.6200000000000045,2.539999999999992,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Dober,Camacho,3200.0,3,F,Welterweight,-5.0800000000000125,-7.619999999999976,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Koch,Green,2728.0,3,F,Lightweight,0.0,0.0,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Bektic,Pepey,3816.0,3,F,Featherweight,2.539999999999992,-7.619999999999976,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Chookagian,Romero Borella,3467.0,3,F,Women's Flyweight,7.6200000000000045,-2.539999999999992,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Markos,Lima,1862.0,3,F,Women's Strawweight,-2.539999999999992,-5.079999999999984,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Kish,Yeon Kim,2225.0,3,F,Women's Flyweight,-5.0800000000000125,-20.319999999999993,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Pichel,Silva,1209.0,3,F,Lightweight,5.0800000000000125,7.6200000000000045,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Price,Sullivan,1161.0,3,F,Welterweight,0.0,7.6200000000000045,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Arnett,Sandhagen,857.0,3,F,Featherweight,2.539999999999992,5.079999999999984,0.0,UFC Fight Night: Jacare vs. Brunson 2,Charlotte,USA
Miocic,Ngannou,1677.0,5,T,Heavyweight,0.0,-7.6200000000000045,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Cormier,Oezdemir,3396.0,5,T,Light Heavyweight,-7.6200000000000045,-7.6200000000000045,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Kattar,Burgos,2272.0,3,F,Featherweight,0.0,-7.6200000000000045,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Villante,Barroso,241.0,3,F,Light Heavyweight,5.0800000000000125,2.539999999999992,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Almeida,Font,2961.0,3,F,Bantamweight,-2.539999999999992,-2.539999999999992,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Bochniak,Davis,3745.0,3,F,Featherweight,-7.6200000000000045,-5.079999999999984,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Homasi,Razak Alhassan,1093.0,3,F,Welterweight,5.079999999999984,-2.539999999999992,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Ortiz,Pantoja,1374.0,3,F,Flyweight,0.0,-5.0800000000000125,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Ige,Arce,3949.0,3,F,Featherweight,0.0,2.539999999999992,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Bessette,Barzola,3839.0,3,F,Featherweight,7.6200000000000045,0.0,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Makhachev,Tibau,1895.0,3,F,Lightweight,0.0,-2.539999999999992,0.0,UFC 220: Miocic vs. Ngannou,Boston,USA
Stephens,Choi,542.0,5,F,Featherweight,-2.5400000000000205,2.539999999999992,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
VanZant,Clark,3447.0,3,F,Women's Flyweight,-2.539999999999992,2.539999999999992,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
Usman,Meek,310.0,3,F,Welterweight,2.539999999999992,5.079999999999984,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
Elkins,Johnson,3103.0,3,F,Featherweight,0.0,-5.079999999999984,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
Krause,White,2168.0,3,F,Lightweight,5.0800000000000125,5.079999999999984,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
Frevola,Polo Reyes,1066.0,3,F,Lightweight,-5.0800000000000125,0.0,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
Bernardo,Aldana,4053.0,3,F,Women's Bantamweight,-12.699999999999989,0.0,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
Ho Kang,Cannetti,2286.0,3,F,Bantamweight,7.6200000000000045,12.699999999999989,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
Faria,Eye,3043.0,3,F,Women's Flyweight,2.5400000000000205,,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
Taylor,Aldrich,4049.0,3,F,Women's Strawweight,-12.699999999999989,-17.78,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
Burnell,Santiago,3619.0,3,F,Featherweight,-5.0800000000000125,0.0,0.0,UFC Fight Night: Stephens vs. Choi,St. Louis,USA
Justino,Holm,2304.0,5,T,Women's Featherweight,0.0,-2.539999999999992,0.0,UFC 219: Cyborg vs. Holm,Las Vegas,USA
Nurmagomedov,Barboza,1436.0,3,F,Lightweight,-2.539999999999992,-12.699999999999989,0.0,UFC 219: Cyborg vs. Holm,Las Vegas,USA
Hooker,Diakiese,2512.0,3,F,Lightweight,5.079999999999984,5.0800000000000125,0.0,UFC 219: Cyborg vs. Holm,Las Vegas,USA
Calvillo,Esparza,3063.0,3,F,Women's Strawweight,7.6200000000000045,2.539999999999992,0.0,UFC 219: Cyborg vs. Holm,Las Vegas,USA
Condit,Magny,1915.0,3,F,Welterweight,-2.539999999999992,-12.699999999999989,0.0,UFC 219: Cyborg vs. Holm,Las Vegas,USA
Jury,Glenn,2305.0,3,F,Featherweight,-5.079999999999984,7.619999999999976,0.0,UFC 219: Cyborg vs. Holm,Las Vegas,USA
Smolka,Nicolau,1478.0,3,F,Flyweight,7.6200000000000045,5.0800000000000125,0.0,UFC 219: Cyborg vs. Holm,Las Vegas,USA
Elliott,De La Rosa,3100.0,3,F,Bantamweight,2.5400000000000205,2.539999999999992,0.0,UFC 219: Cyborg vs. Holm,Las Vegas,USA
Lawler,Dos Anjos,3185.0,5,F,Welterweight,7.6200000000000045,10.159999999999997,0.0,UFC Fight Night: Lawler vs. Dos Anjos,Winnipeg,Canada
Lamas,Emmett,3087.0,3,F,Featherweight,5.0800000000000125,2.539999999999992,0.0,UFC Fight Night: Lawler vs. Dos Anjos,Winnipeg,Canada
