fighter_l_name_f1,fighter_l_name_f2,winner,num_rounds,title_fight,weight_class,height_diff,reach_diff,rank_diff,event_name,event_city,event_country
Fiziev,Gamrot,2884.0,5,F,Lightweight,-5.0800000000000125,2.539999999999992,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
Mitchell,Ige,1662.0,3,F,Featherweight,7.6200000000000045,-2.539999999999992,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
Rodriguez,Waterson-Gomez,981.0,3,F,Women's Strawweight,7.619999999999976,7.6200000000000045,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
Battle,Fletcher,3831.0,3,F,Welterweight,7.619999999999976,25.400000000000006,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
Ramos,Jourdain,2320.0,3,F,Featherweight,0.0,7.6200000000000045,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
Argueta,Johns,2373.0,3,F,Bantamweight,0.0,5.0800000000000125,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
Means,Fialho,1752.0,3,F,Welterweight,5.0800000000000125,2.539999999999992,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
Malkoun,Brundage,3646.0,3,F,Middleweight,-7.6200000000000045,2.539999999999992,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
Usman,Collier,309.0,3,F,Heavyweight,-2.539999999999992,2.539999999999992,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
Vidal,Rendon,1071.0,3,F,Women's Bantamweight,-5.0800000000000125,0.0,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
Holland,Della Maddalena,3250.0,3,F,Welterweight,10.159999999999997,20.32000000000002,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
Rosas Jr.,Mitchell,946.0,3,F,Bantamweight,-2.5400000000000205,-17.78,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
Zellhuber,Giagos,23.0,3,F,Lightweight,7.619999999999976,15.240000000000009,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
Padilla,Nelson,1495.0,3,F,Featherweight,5.079999999999984,12.699999999999989,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
Godinez,Reed,2814.0,3,F,Women's Strawweight,-2.539999999999992,-5.0800000000000125,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
Kopylov,Fremd,2181.0,3,F,Middleweight,-10.159999999999997,-2.539999999999992,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
Cortez,Jasudavicius,3389.0,3,F,Women's Flyweight,-5.0800000000000125,-7.6200000000000045,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
Reyes,Campbell,3574.0,3,F,Lightweight,-2.539999999999992,2.539999999999992,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
Knutsson,Mann,2196.0,3,F,Women's Strawweight,7.6200000000000045,-10.159999999999997,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
Adesanya,Strickland,512.0,5,T,Middleweight,7.6200000000000045,10.159999999999997,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Tuivasa,Volkov,225.0,3,F,Heavyweight,-12.699999999999989,-12.699999999999989,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Kape,dos Santos,2285.0,3,F,Flyweight,-5.0800000000000125,-5.0800000000000125,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Tafa,Lane,471.0,3,F,Heavyweight,-15.240000000000009,-15.23999999999998,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Pedro,Turkalj,1280.0,3,F,Light Heavyweight,-2.539999999999992,2.539999999999992,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Ulberg,Woon Jung,323.0,3,F,Light Heavyweight,0.0,-2.539999999999992,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Jenkins,Mariscal,1865.0,3,F,Featherweight,0.0,-2.539999999999992,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Mullarkey,Makdessi,1573.0,3,F,Lightweight,10.159999999999997,15.240000000000009,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Haqparast,Quinones,2650.0,3,F,Lightweight,2.5400000000000205,5.079999999999984,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Diamond,Radtke,1127.0,3,F,Welterweight,5.0800000000000125,10.159999999999997,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Young,Miranda,1672.0,3,F,Featherweight,-7.6200000000000045,2.539999999999992,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Jousset,Crosbie,2319.0,3,F,Welterweight,7.6200000000000045,12.699999999999989,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
Gane,Spivac,2881.0,5,F,Heavyweight,2.539999999999992,7.6200000000000045,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Fiorot,Namajunas,2983.0,3,F,Women's Flyweight,5.0800000000000125,0.0,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Saint Denis,Moises,899.0,3,F,Lightweight,5.0800000000000125,7.619999999999976,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Oezdemir,Guskov,1417.0,3,F,Light Heavyweight,-2.539999999999992,-2.539999999999992,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Gomis,Ghemmouri,2794.0,3,F,Featherweight,7.6200000000000045,10.159999999999997,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Charriere,Zecchini,3488.0,3,F,Featherweight,0.0,2.539999999999992,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Lapilus,Loughran,2115.0,3,F,Bantamweight,0.0,12.699999999999989,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Loosa,McKee,1986.0,3,F,Welterweight,-10.159999999999997,-10.159999999999997,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Cornolle,Edwards,3395.0,3,F,Women's Bantamweight,-2.539999999999992,-7.6200000000000045,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Basharat,Rodrigues,3837.0,3,F,Bantamweight,7.6200000000000045,10.159999999999997,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Fairn,Cavalcanti,3505.0,3,F,Catch Weight,0.0,5.079999999999984,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
Holloway,Sung Jung,2532.0,5,F,Featherweight,10.159999999999997,-7.6200000000000045,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Smith,Spann,632.0,3,F,Light Heavyweight,-2.5400000000000205,-7.6200000000000045,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Chikadze,Caceres,3477.0,3,F,Featherweight,5.079999999999984,2.5400000000000205,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Nakamura,Garcia,1528.0,3,F,Bantamweight,0.0,2.539999999999992,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Blanchfield,Santos,3755.0,3,F,Women's Flyweight,-5.079999999999984,-5.0800000000000125,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Tafa,Porter,470.0,3,F,Heavyweight,7.6200000000000045,0.0,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Cortes-Acosta,Brzeski,3390.0,3,F,Heavyweight,0.0,0.0,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Kazama,Armfield,3941.0,3,F,Bantamweight,2.5400000000000205,-2.5400000000000205,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Njokuani,Oleksiejczuk,1403.0,3,F,Middleweight,7.6200000000000045,15.23999999999998,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Kenan,Bedoya,607.0,3,F,Welterweight,2.539999999999992,-7.6200000000000045,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Goff,Kinoshita,2811.0,3,F,Welterweight,-5.079999999999984,2.539999999999992,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Na,Aldrich,4049.0,3,F,Women's Flyweight,0.0,0.0,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Choi,Errens,3471.0,3,F,Featherweight,2.539999999999992,2.5400000000000205,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
Sterling,O'Malley,1426.0,5,T,Bantamweight,-10.159999999999997,-2.539999999999992,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Weili,Lemos,16.0,5,T,Women's Strawweight,0.0,-5.079999999999984,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Magny,Garry,2865.0,3,F,Welterweight,0.0,15.23999999999998,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Blackshear,Bautista,3829.0,3,F,Bantamweight,2.5400000000000205,7.6200000000000045,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Vera,Munhoz,263.0,3,F,Bantamweight,5.0800000000000125,12.700000000000017,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Weidman,Tavares,438.0,3,F,Middleweight,2.5400000000000205,10.159999999999997,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Rodrigues,Tiuliulin,988.0,3,F,Middleweight,5.0800000000000125,-5.0800000000000125,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Holobaugh,Hubbard,2526.0,3,F,Lightweight,2.539999999999992,-2.539999999999992,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Katona,Gibson,2273.0,3,F,Bantamweight,-10.160000000000025,-17.78,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Petroski,Meerschaert,1230.0,3,F,Middleweight,-2.539999999999992,-10.160000000000025,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Lee,Silva,681.0,3,F,Women's Flyweight,5.079999999999984,10.159999999999997,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Silva,Moroz,678.0,3,F,Women's Flyweight,-5.0800000000000125,0.0,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
Luque,Dos Anjos,1953.0,5,F,Welterweight,7.6200000000000045,12.699999999999989,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Swanson,Dawodu,484.0,3,F,Featherweight,0.0,-7.619999999999976,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Rountree Jr.,Daukaus,935.0,3,F,Light Heavyweight,-5.0800000000000125,0.0,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Viana,Lucindo,1958.0,3,F,Women's Strawweight,5.079999999999984,2.5400000000000205,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Dobson,Nchukwi,3198.0,3,F,Middleweight,2.539999999999992,-2.5400000000000205,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Fremd,Pickett,2929.0,3,F,Middleweight,5.079999999999984,-10.159999999999997,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Buys,McGhee,1772.0,3,F,Bantamweight,-7.6200000000000045,-5.079999999999984,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
McKinney,Breeden,1760.0,3,F,Lightweight,0.0,7.619999999999976,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Marshall,Dulgarian,3151.0,3,F,Featherweight,5.079999999999984,2.539999999999992,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Parisian,Buday,3634.0,3,F,Heavyweight,0.0,5.079999999999984,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Amorim,Conejo Ruiz,3988.0,3,F,Women's Strawweight,7.6200000000000045,17.78,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Blackshear,Johnson,3756.0,3,F,Bantamweight,-5.079999999999984,2.539999999999992,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Miller,Santos,822.0,3,F,Women's Flyweight,2.5400000000000205,-2.5400000000000205,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
Sandhagen,Font,857.0,5,F,Catch Weight,7.6200000000000045,-2.539999999999992,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Andrade,Suarez,505.0,3,F,Women's Strawweight,-10.159999999999997,-10.159999999999997,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Jacoby,Nzechukwu,2413.0,3,F,Light Heavyweight,-5.0800000000000125,-17.78,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Lopes,Tucker,1983.0,3,F,Featherweight,12.700000000000017,15.240000000000009,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Boser,Camur,3716.0,3,F,Light Heavyweight,2.5400000000000205,2.539999999999992,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Bahamondes,Klein,2205.0,3,F,Lightweight,20.319999999999993,7.6200000000000045,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Phillips,Barcelos,1213.0,3,F,Bantamweight,2.539999999999992,12.699999999999989,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Wells,Harris,2632.0,3,F,Welterweight,-7.6200000000000045,-5.079999999999984,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Quarantillo,Jackson,1139.0,3,F,Featherweight,-2.539999999999992,-2.539999999999992,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Durden,Hadley,3140.0,3,F,Flyweight,0.0,-7.6200000000000045,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Woodson,Buzukja,98.0,3,F,Featherweight,12.700000000000017,20.319999999999993,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Osbourne,Almabayev,4024.0,3,F,Flyweight,7.6200000000000045,20.319999999999993,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
Poirier,Gaethje,2902.0,5,F,Lightweight,-5.0800000000000125,5.079999999999984,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Blachowicz,Pereira,1256.0,3,F,Light Heavyweight,-5.079999999999984,-2.539999999999992,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Lewis,Rogerio de Lima,2034.0,3,F,Heavyweight,5.0800000000000125,10.159999999999997,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Ferguson,Green,2728.0,3,F,Lightweight,2.539999999999992,12.699999999999989,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Chiesa,Holland,2534.0,3,F,Welterweight,-5.0800000000000125,-15.240000000000009,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Bonfim,Giles,3729.0,3,F,Welterweight,2.539999999999992,-5.0800000000000125,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Vergara,Salvador,258.0,3,F,Flyweight,-2.5400000000000205,-5.0800000000000125,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Kopylov,Ribeiro,2181.0,3,F,Middleweight,-2.539999999999992,-5.0800000000000125,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Matthews,Flowers,1810.0,3,F,Welterweight,5.0800000000000125,5.079999999999984,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Semelsberger,Medic,1747.0,3,F,Welterweight,0.0,10.159999999999997,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Maverick,Cachoeira,1804.0,3,F,Women's Flyweight,-10.159999999999997,0.0,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
Aspinall,Tybura,3918.0,5,F,Heavyweight,5.0800000000000125,0.0,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
McCann,Stoliarenko,529.0,3,F,Women's Flyweight,-7.6200000000000045,-10.159999999999997,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Wood,Fili,102.0,3,F,Featherweight,-12.700000000000017,-12.700000000000017,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Craig,Muniz,3362.0,3,F,Middleweight,5.0800000000000125,-5.0800000000000125,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Herbert,Ziam,11.0,3,F,Lightweight,0.0,5.0800000000000125,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Murphy,Culibao,1552.0,3,F,Featherweight,-2.5400000000000205,0.0,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Grant,Marcos,1869.0,3,F,Bantamweight,2.539999999999992,0.0,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Roberts,Parsons,1307.0,3,F,Welterweight,10.159999999999997,12.700000000000017,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Diakiese,Alvarez,4005.0,3,F,Lightweight,-12.699999999999989,-10.160000000000025,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Parkin,Pogues,1311.0,3,F,Heavyweight,2.539999999999992,5.079999999999984,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Muradov,Barberena,1564.0,3,F,Middleweight,5.0800000000000125,7.6200000000000045,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Vieira,Kianzad,246.0,3,F,Women's Bantamweight,2.539999999999992,5.0800000000000125,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Duncan,Ashmouz,3147.0,3,F,Lightweight,2.5400000000000205,7.6200000000000045,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Bannon,Brasil,3688.0,3,F,Women's Strawweight,-2.539999999999992,0.0,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Filho,Barez,2992.0,3,F,Flyweight,2.5400000000000205,5.0800000000000125,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
Holm,Bueno Silva,3629.0,5,F,Women's Bantamweight,5.0800000000000125,7.6200000000000045,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Della Maddalena,Hafez,3250.0,3,F,Welterweight,0.0,2.539999999999992,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Azaitar,Prado,1171.0,3,F,Lightweight,-5.0800000000000125,5.0800000000000125,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Duraev,Park,1319.0,3,F,Middleweight,2.539999999999992,5.0800000000000125,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Dumont,Chandler,3148.0,3,F,Women's Featherweight,-2.539999999999992,-2.539999999999992,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Sadykhov,McKinney,904.0,3,F,Lightweight,0.0,-10.159999999999997,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Lutz,Baghdasaryan,3886.0,3,F,Featherweight,-2.539999999999992,5.079999999999984,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Dudakova,Nunes,3158.0,3,F,Women's Strawweight,2.539999999999992,2.5400000000000205,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Lingo,Costa,3378.0,3,F,Featherweight,0.0,-2.539999999999992,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Elder,Valdez,3107.0,3,F,Lightweight,2.5400000000000205,0.0,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Nam,Maksum,1892.0,3,F,Flyweight,0.0,-5.0800000000000125,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Munoz,Deaton,1568.0,3,F,Lightweight,5.079999999999984,7.6200000000000045,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Evans-Smith,Perez,1245.0,3,F,Women's Bantamweight,7.6200000000000045,2.5400000000000205,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
Volkanovski,Rodriguez,227.0,5,T,Featherweight,-12.700000000000017,0.0,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Moreno,Pantoja,1329.0,5,T,Flyweight,5.0800000000000125,7.6200000000000045,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Whittaker,Du Plessis,3163.0,3,F,Middleweight,-2.539999999999992,-7.6200000000000045,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Turner,Hooker,2512.0,3,F,Lightweight,7.6200000000000045,5.0800000000000125,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Nickal,Woodburn,1480.0,3,F,Middleweight,12.699999999999989,5.079999999999984,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Lawler,Price,2097.0,3,F,Welterweight,-2.539999999999992,-5.079999999999984,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Taira,Chairez,467.0,3,F,Catch Weight,0.0,-2.539999999999992,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Jauregui,Gomes,2806.0,3,F,Women's Strawweight,2.539999999999992,2.539999999999992,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Crute,Menifield,1721.0,3,F,Light Heavyweight,5.0800000000000125,-5.079999999999984,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Petrino,Prachnio,1231.0,3,F,Light Heavyweight,-2.539999999999992,7.6200000000000045,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Saaiman,Mitchell,909.0,3,F,Bantamweight,-5.0800000000000125,-17.78,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Ross,Aguilar,4080.0,3,F,Flyweight,5.079999999999984,10.159999999999997,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Kirk,Ribovics,1052.0,3,F,Lightweight,0.0,15.240000000000009,0.0,UFC 290: Volkanovski vs. Rodriguez,Las Vegas,USA
Strickland,Magomedov,512.0,5,F,Middleweight,-2.5400000000000205,-5.0800000000000125,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Ismagulov,Dawson,3279.0,3,F,Lightweight,0.0,5.0800000000000125,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Griffin,Morales,1611.0,3,F,Welterweight,-2.539999999999992,-7.6200000000000045,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Lipski,Gatto,2004.0,3,F,Women's Flyweight,2.539999999999992,-5.079999999999984,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Bonfim,Saint Denis,899.0,3,F,Lightweight,-7.6200000000000045,-5.079999999999984,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Ferreira,Ruziboev,912.0,3,F,Middleweight,-17.78,-10.159999999999997,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Lee,Fakhretdinov,3034.0,3,F,Welterweight,-7.6200000000000045,7.6200000000000045,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Brito,Wilson,3671.0,3,F,Featherweight,-12.699999999999989,-2.539999999999992,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Santos,Rosa,948.0,3,F,Women's Featherweight,2.539999999999992,2.539999999999992,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Kutateladze,Brener,3682.0,3,F,Lightweight,2.539999999999992,0.0,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Petrovic,Carolina,3538.0,3,F,Women's Flyweight,5.0800000000000125,2.5400000000000205,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Romanov,Ivanov,962.0,3,F,Heavyweight,7.6200000000000045,5.0800000000000125,0.0,UFC Fight Night: Strickland vs. Magomedov,Las Vegas,USA
Emmett,Topuria,380.0,5,F,Featherweight,-2.5400000000000205,2.5400000000000205,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Ribas,Barber,3866.0,3,F,Women's Flyweight,-5.079999999999984,2.539999999999992,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Onama,Santos,1381.0,3,F,Featherweight,5.0800000000000125,10.159999999999997,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Allen,Silva,4027.0,3,F,Middleweight,5.0800000000000125,2.539999999999992,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Magny,Rowe,1915.0,3,F,Welterweight,0.0,0.0,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Brown,Turman,3654.0,3,F,Welterweight,7.6200000000000045,15.240000000000009,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Rebecki,Radzhabov,1091.0,3,F,Lightweight,-10.159999999999997,-7.6200000000000045,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Ricci,Robertson,1049.0,3,F,Women's Strawweight,-10.159999999999997,-5.0800000000000125,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Zhumagulov,Van,296.0,3,F,Flyweight,-2.539999999999992,2.539999999999992,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Peek,Mariscal,1865.0,3,F,Lightweight,5.079999999999984,2.5400000000000205,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Emmers,Jenkins,2390.0,3,F,Featherweight,7.6200000000000045,15.240000000000009,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Brundage,Dumas,3149.0,3,F,Middleweight,-5.0800000000000125,-17.78,0.0,UFC Fight Night: Emmett vs. Topuria,Jacksonville,USA
Vettori,Cannonier,3562.0,5,F,Middleweight,2.539999999999992,-7.6200000000000045,0.0,UFC Fight Night: Vettori vs. Cannonier,Las Vegas,USA
Tsarukyan,Silva,350.0,3,F,Lightweight,-2.539999999999992,7.6200000000000045,0.0,UFC Fight Night: Vettori vs. Cannonier,Las Vegas,USA
Petrosyan,Leroy Duncan,1229.0,3,F,Middleweight,2.539999999999992,-20.319999999999993,0.0,UFC Fight Night: Vettori vs. Cannonier,Las Vegas,USA
Sabatini,Almeida,906.0,3,F,Featherweight,-7.6200000000000045,-2.539999999999992,0.0,UFC Fight Night: Vettori vs. Cannonier,Las Vegas,USA
Torres,Motta,370.0,3,F,Lightweight,2.5400000000000205,7.619999999999976,0.0,UFC Fight Night: Vettori vs. Cannonier,Las Vegas,USA
Dalby,Salikhov,3315.0,3,F,Welterweight,0.0,10.159999999999997,0.0,UFC Fight Night: Vettori vs. Cannonier,Las Vegas,USA
Flick,Costa,3379.0,3,F,Flyweight,7.6200000000000045,2.539999999999992,0.0,UFC Fight Night: Vettori vs. Cannonier,Las Vegas,USA
Ho Kang,Quinonez,2286.0,3,F,Bantamweight,2.539999999999992,7.619999999999976,0.0,UFC Fight Night: Vettori vs. Cannonier,Las Vegas,USA
Hernandez,Bondar,2573.0,3,F,Flyweight,5.0800000000000125,-5.079999999999984,0.0,UFC Fight Night: Vettori vs. Cannonier,Las Vegas,USA
Bleda,Fernandes,3751.0,3,F,Women's Flyweight,7.6200000000000045,12.700000000000017,0.0,UFC Fight Night: Vettori vs. Cannonier,Las Vegas,USA
