winner,strikes_att_diff,strikes_succ_diff,sig_strikes_att_diff,sig_strikes_succ_diff,takedown_att_diff,takedown_succ_diff,submission_att_diff,ctrl_time_diff,fighter_l_name_f1,fighter_l_name_f2,num_rounds,title_fight,weight_class,height_diff,reach_diff,rank_diff,event_name,event_city,event_country
1,8.0,-2.0,8.0,-2.0,6.0,1.0,0.0,88.0,Fiziev,Gamrot,3,0,6,-5.0800000000000125,2.539999999999992,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
0,17.0,20.0,0.0,7.0,9.0,4.0,1.0,365.0,Mitchell,Ige,2,0,2,7.6200000000000045,-2.539999999999992,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
0,13.0,-5.0,15.0,-5.0,-15.0,-5.0,-1.0,-322.0,Rodriguez,Waterson-Gomez,2,0,13,7.619999999999976,7.6200000000000045,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
0,58.0,58.0,47.0,52.0,1.0,1.0,0.0,-8.0,Battle,Fletcher,2,0,9,7.619999999999976,25.400000000000006,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
0,-93.0,-74.0,-70.0,-57.0,5.0,0.0,0.0,46.0,Ramos,Jourdain,2,0,2,0.0,7.6200000000000045,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
0,68.0,47.0,48.0,32.0,-4.0,0.0,1.0,41.0,Argueta,Johns,2,0,0,0.0,5.0800000000000125,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
0,-48.0,-34.0,-29.0,-20.0,0.0,-1.0,-1.0,-177.0,Means,Fialho,2,0,9,5.0800000000000125,2.539999999999992,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
1,-47.0,-29.0,-42.0,-25.0,1.0,2.0,1.0,85.0,Malkoun,Brundage,2,0,7,-7.6200000000000045,2.539999999999992,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
1,0.0,8.0,0.0,8.0,-3.0,-2.0,0.0,-118.0,Usman,Collier,2,0,4,-2.539999999999992,2.539999999999992,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
1,85.0,30.0,76.0,25.0,6.0,2.0,1.0,235.0,Vidal,Rendon,2,0,10,-5.0800000000000125,0.0,0.0,UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,USA
1,9.0,14.0,7.0,10.0,0.0,0.0,-2.0,44.0,Holland,Della Maddalena,2,0,9,10.159999999999997,20.32000000000002,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
0,74.0,82.0,51.0,61.0,-4.0,-2.0,0.0,-108.0,Rosas Jr.,Mitchell,2,0,0,-2.5400000000000205,-17.78,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
0,-68.0,-78.0,-40.0,-53.0,-1.0,1.0,0.0,-123.0,Zellhuber,Giagos,2,0,6,7.619999999999976,15.240000000000009,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
1,-50.0,-12.0,-64.0,-23.0,2.0,0.0,0.0,171.0,Padilla,Nelson,2,0,2,5.079999999999984,12.699999999999989,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
1,-55.0,-41.0,-35.0,-26.0,-2.0,0.0,0.0,-193.0,Godinez,Reed,2,0,13,-2.539999999999992,-5.0800000000000125,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
0,229.0,115.0,187.0,83.0,2.0,0.0,0.0,161.0,Kopylov,Fremd,2,0,7,-10.159999999999997,-2.539999999999992,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
0,-36.0,-18.0,-8.0,2.0,-3.0,-1.0,2.0,-134.0,Cortez,Jasudavicius,2,0,12,-5.0800000000000125,-7.6200000000000045,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
1,-58.0,-17.0,-78.0,-32.0,2.0,1.0,-2.0,158.0,Reyes,Campbell,2,0,6,-2.539999999999992,2.539999999999992,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
1,-17.0,-19.0,-10.0,-8.0,12.0,0.0,0.0,-40.0,Knutsson,Mann,2,0,13,7.6200000000000045,-10.159999999999997,0.0,UFC Fight Night: Grasso vs. Shevchenko 2,Las Vegas,USA
1,8.0,14.0,14.0,13.0,-11.0,-1.0,1.0,-117.0,Adesanya,Strickland,3,1,7,7.6200000000000045,10.159999999999997,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
1,109.0,34.0,73.0,9.0,2.0,3.0,-1.0,237.0,Tuivasa,Volkov,2,0,4,-12.699999999999989,-12.699999999999989,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
1,116.0,15.0,174.0,58.0,-3.0,-3.0,0.0,-291.0,Kape,dos Santos,2,0,3,-5.0800000000000125,-5.0800000000000125,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
1,-166.0,-22.0,-166.0,-22.0,-2.0,0.0,0.0,0.0,Tafa,Lane,2,0,4,-15.240000000000009,-15.23999999999998,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
0,-159.0,-86.0,-160.0,-87.0,0.0,0.0,0.0,17.0,Pedro,Turkalj,2,0,5,-2.539999999999992,2.539999999999992,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
0,-12.0,-13.0,-11.0,-12.0,0.0,0.0,0.0,-17.0,Ulberg,Woon Jung,2,0,5,0.0,-2.539999999999992,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
0,82.0,30.0,82.0,30.0,0.0,0.0,1.0,17.0,Jenkins,Mariscal,2,0,2,0.0,-2.539999999999992,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
0,-19.0,2.0,-19.0,2.0,6.0,0.0,-1.0,-6.0,Mullarkey,Makdessi,2,0,6,10.159999999999997,15.240000000000009,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
1,127.0,35.0,126.0,34.0,-5.0,0.0,0.0,-4.0,Haqparast,Quinones,2,0,6,2.5400000000000205,5.079999999999984,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
1,-24.0,10.0,-24.0,10.0,2.0,0.0,0.0,-7.0,Diamond,Radtke,2,0,9,5.0800000000000125,10.159999999999997,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
0,-134.0,-46.0,-153.0,-61.0,2.0,5.0,6.0,389.0,Young,Miranda,2,0,2,-7.6200000000000045,2.539999999999992,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
0,-3.0,-3.0,-18.0,-18.0,-4.0,-5.0,-6.0,-367.0,Jousset,Crosbie,2,0,9,7.6200000000000045,12.699999999999989,0.0,UFC 293: Adesanya vs. Strickland,Sydney,Australia
0,42.0,20.0,71.0,46.0,-1.0,0.0,0.0,-19.0,Gane,Spivac,3,0,4,2.539999999999992,7.6200000000000045,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
0,26.0,-16.0,32.0,-11.0,5.0,0.0,0.0,47.0,Fiorot,Namajunas,2,0,12,5.0800000000000125,0.0,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
0,109.0,78.0,96.0,65.0,-4.0,0.0,0.0,-24.0,Saint Denis,Moises,2,0,6,5.0800000000000125,7.619999999999976,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
0,0.0,-21.0,-6.0,-26.0,9.0,2.0,0.0,154.0,Oezdemir,Guskov,2,0,5,-2.539999999999992,-2.539999999999992,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
1,-186.0,-80.0,-168.0,-63.0,-8.0,-2.0,0.0,-179.0,Gomis,Ghemmouri,2,0,2,7.6200000000000045,10.159999999999997,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
1,33.0,28.0,34.0,29.0,-2.0,0.0,0.0,1.0,Charriere,Zecchini,2,0,2,0.0,2.539999999999992,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
0,134.0,104.0,56.0,38.0,4.0,3.0,0.0,647.0,Lapilus,Loughran,2,0,0,0.0,12.699999999999989,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
0,-142.0,-108.0,-99.0,-73.0,-2.0,-3.0,0.0,-616.0,Loosa,McKee,2,0,9,-10.159999999999997,-10.159999999999997,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
1,207.0,55.0,242.0,86.0,-2.0,0.0,0.0,-33.0,Cornolle,Edwards,2,0,10,-2.539999999999992,-7.6200000000000045,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
1,-12.0,43.0,-12.0,43.0,0.0,0.0,0.0,14.0,Basharat,Rodrigues,2,0,0,7.6200000000000045,10.159999999999997,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
1,-190.0,-107.0,-192.0,-109.0,0.0,0.0,0.0,-14.0,Fairn,Cavalcanti,2,0,1,0.0,5.079999999999984,0.0,UFC Fight Night: Gane vs. Spivac,Paris,France
1,95.0,77.0,76.0,65.0,1.0,0.0,1.0,155.0,Holloway,Sung Jung,3,0,2,10.159999999999997,-7.6200000000000045,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,22.0,9.0,39.0,19.0,0.0,1.0,-1.0,-110.0,Smith,Spann,2,0,5,-2.5400000000000205,-7.6200000000000045,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,124.0,-15.0,122.0,-13.0,4.0,-1.0,0.0,-37.0,Chikadze,Caceres,2,0,2,5.079999999999984,2.5400000000000205,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,-296.0,-90.0,-290.0,-88.0,-5.0,0.0,0.0,-3.0,Nakamura,Garcia,2,0,0,0.0,2.539999999999992,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,1.0,-4.0,0.0,-4.0,0.0,0.0,0.0,-5.0,Blanchfield,Santos,2,0,12,-5.079999999999984,-5.0800000000000125,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,14.0,9.0,15.0,9.0,0.0,0.0,0.0,3.0,Tafa,Porter,2,0,4,7.6200000000000045,0.0,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,-4.0,-7.0,-5.0,-8.0,0.0,0.0,0.0,-3.0,Cortes-Acosta,Brzeski,2,0,4,0.0,0.0,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,140.0,82.0,130.0,73.0,2.0,1.0,1.0,101.0,Kazama,Armfield,2,0,0,2.5400000000000205,-2.5400000000000205,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,-42.0,-31.0,-34.0,-23.0,0.0,0.0,-1.0,-86.0,Njokuani,Oleksiejczuk,2,0,7,7.6200000000000045,15.23999999999998,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
1,-53.0,-17.0,-52.0,-17.0,-1.0,-1.0,0.0,-8.0,Kenan,Bedoya,2,0,9,2.539999999999992,-7.6200000000000045,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
1,73.0,44.0,19.0,-3.0,0.0,1.0,0.0,159.0,Goff,Kinoshita,2,0,9,-5.079999999999984,2.539999999999992,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,36.0,1.0,92.0,50.0,1.0,-1.0,0.0,-166.0,Na,Aldrich,2,0,12,0.0,0.0,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,11.0,-3.0,9.0,-5.0,-1.0,0.0,0.0,0.0,Choi,Errens,2,0,2,2.539999999999992,2.5400000000000205,0.0,UFC Fight Night: Holloway vs. The Korean Zombie,Kallang,Singapore
0,188.0,87.0,189.0,88.0,4.0,0.0,0.0,21.0,Sterling,O'Malley,3,1,0,-10.159999999999997,-2.539999999999992,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
0,-19.0,-20.0,-23.0,-23.0,-5.0,0.0,0.0,20.0,Weili,Lemos,3,1,13,0.0,-5.079999999999984,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
1,-223.0,-77.0,-260.0,-104.0,3.0,0.0,0.0,-20.0,Magny,Garry,2,0,9,0.0,15.23999999999998,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
1,-24.0,-12.0,-18.0,-9.0,3.0,1.0,0.0,560.0,Blackshear,Bautista,2,0,0,2.5400000000000205,7.6200000000000045,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
1,-108.0,-62.0,-72.0,-34.0,-6.0,-1.0,0.0,-581.0,Vera,Munhoz,2,0,0,5.0800000000000125,12.700000000000017,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
1,2.0,1.0,2.0,1.0,2.0,1.0,1.0,32.0,Weidman,Tavares,2,0,7,2.5400000000000205,10.159999999999997,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
0,63.0,37.0,52.0,27.0,-1.0,0.0,0.0,13.0,Rodrigues,Tiuliulin,2,0,7,5.0800000000000125,-5.0800000000000125,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
0,-3.0,6.0,1.0,10.0,-1.0,-1.0,-1.0,-45.0,Holobaugh,Hubbard,2,0,6,2.539999999999992,-2.539999999999992,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
0,91.0,65.0,97.0,70.0,0.0,0.0,0.0,9.0,Katona,Gibson,2,0,0,-10.160000000000025,-17.78,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
0,-113.0,-99.0,-112.0,-98.0,1.0,0.0,0.0,-7.0,Petroski,Meerschaert,2,0,7,-2.539999999999992,-10.160000000000025,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
0,188.0,51.0,181.0,47.0,0.0,0.0,0.0,22.0,Lee,Silva,2,0,12,5.079999999999984,10.159999999999997,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
0,-80.0,-2.0,-75.0,2.0,5.0,0.0,0.0,1.0,Silva,Moroz,2,0,12,-5.0800000000000125,0.0,0.0,UFC 292: Sterling vs. O'Malley,Boston,USA
0,58.0,63.0,32.0,41.0,3.0,5.0,0.0,295.0,Luque,Dos Anjos,3,0,9,7.6200000000000045,12.699999999999989,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,-143.0,-96.0,-120.0,-77.0,-6.0,-4.0,1.0,-306.0,Swanson,Dawodu,2,0,2,0.0,-7.619999999999976,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,-3.0,9.0,-16.0,2.0,-2.0,0.0,0.0,69.0,Rountree Jr.,Daukaus,2,0,5,-5.0800000000000125,0.0,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,-37.0,-26.0,-21.0,-18.0,-1.0,-1.0,-1.0,-83.0,Viana,Lucindo,2,0,13,5.079999999999984,2.5400000000000205,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,72.0,51.0,63.0,44.0,0.0,0.0,2.0,55.0,Dobson,Nchukwi,2,0,7,2.539999999999992,-2.5400000000000205,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,-11.0,-21.0,-15.0,-24.0,4.0,0.0,-2.0,107.0,Fremd,Pickett,2,0,7,5.079999999999984,-10.159999999999997,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,-39.0,-14.0,-24.0,-2.0,-4.0,0.0,0.0,-159.0,Buys,McGhee,2,0,0,-7.6200000000000045,-5.079999999999984,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,-8.0,-17.0,-8.0,-17.0,0.0,0.0,0.0,-3.0,McKinney,Breeden,2,0,6,0.0,7.619999999999976,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,125.0,78.0,122.0,75.0,0.0,0.0,0.0,18.0,Marshall,Dulgarian,2,0,2,5.079999999999984,2.539999999999992,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,0.0,-17.0,-31.0,-36.0,11.0,2.0,0.0,368.0,Parisian,Buday,2,0,4,0.0,5.079999999999984,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,54.0,54.0,50.0,50.0,-1.0,4.0,0.0,-19.0,Amorim,Conejo Ruiz,2,0,13,7.6200000000000045,17.78,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,-22.0,-34.0,1.0,-21.0,-10.0,-6.0,0.0,-362.0,Blackshear,Johnson,2,0,0,-5.079999999999984,2.539999999999992,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,-64.0,-5.0,-106.0,-37.0,0.0,0.0,0.0,126.0,Miller,Santos,2,0,12,2.5400000000000205,-2.5400000000000205,0.0,UFC Fight Night: Luque vs. Dos Anjos,Las Vegas,USA
0,-14.0,-10.0,-35.0,-22.0,8.0,5.0,1.0,391.0,Sandhagen,Font,3,0,1,7.6200000000000045,-2.539999999999992,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
0,-84.0,-50.0,-36.0,-14.0,-3.0,-3.0,0.0,-327.0,Andrade,Suarez,2,0,13,-10.159999999999997,-10.159999999999997,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
0,-10.0,0.0,2.0,3.0,-5.0,-2.0,-1.0,-165.0,Jacoby,Nzechukwu,2,0,5,-5.0800000000000125,-17.78,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
1,233.0,14.0,251.0,32.0,2.0,0.0,0.0,-26.0,Lopes,Tucker,2,0,2,12.700000000000017,15.240000000000009,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
1,-37.0,88.0,-38.0,87.0,-1.0,0.0,0.0,4.0,Boser,Camur,2,0,5,2.5400000000000205,2.539999999999992,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
0,-94.0,-52.0,-93.0,-51.0,-1.0,0.0,1.0,49.0,Bahamondes,Klein,2,0,6,20.319999999999993,7.6200000000000045,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
0,-2.0,-40.0,-4.0,-41.0,1.0,0.0,-1.0,-42.0,Phillips,Barcelos,2,0,0,2.539999999999992,12.699999999999989,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
0,21.0,56.0,23.0,57.0,2.0,1.0,0.0,41.0,Wells,Harris,2,0,9,-7.6200000000000045,-5.079999999999984,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
0,44.0,-29.0,40.0,-32.0,-2.0,-1.0,0.0,23.0,Quarantillo,Jackson,2,0,2,-2.539999999999992,-2.539999999999992,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
0,-50.0,3.0,-46.0,6.0,-1.0,0.0,0.0,-79.0,Durden,Hadley,2,0,3,0.0,-7.6200000000000045,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
0,27.0,-3.0,27.0,-3.0,0.0,0.0,0.0,0.0,Woodson,Buzukja,2,0,2,12.700000000000017,20.319999999999993,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
0,-84.0,-6.0,-111.0,-26.0,4.0,4.0,3.0,566.0,Osbourne,Almabayev,2,0,3,7.6200000000000045,20.319999999999993,0.0,UFC Fight Night: Sandhagen vs. Font,Nashville,USA
0,22.0,-6.0,9.0,-21.0,-4.0,-4.0,-2.0,-566.0,Poirier,Gaethje,3,0,6,-5.0800000000000125,5.079999999999984,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
0,104.0,69.0,62.0,46.0,14.0,0.0,-1.0,488.0,Blachowicz,Pereira,2,0,5,-5.079999999999984,-2.539999999999992,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
0,-8.0,-23.0,23.0,-6.0,-11.0,0.0,0.0,-479.0,Lewis,Rogerio de Lima,2,0,4,5.0800000000000125,10.159999999999997,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
0,-186.0,-85.0,-138.0,-47.0,-3.0,0.0,0.0,-5.0,Ferguson,Green,2,0,6,2.539999999999992,12.699999999999989,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
0,-6.0,-8.0,-4.0,-6.0,1.0,0.0,0.0,13.0,Chiesa,Holland,2,0,9,-5.0800000000000125,-15.240000000000009,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
0,36.0,13.0,36.0,13.0,-1.0,0.0,0.0,-17.0,Bonfim,Giles,2,0,9,2.539999999999992,-5.0800000000000125,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
0,-23.0,-1.0,-23.0,-1.0,0.0,0.0,0.0,0.0,Vergara,Salvador,2,0,3,-2.5400000000000205,-5.0800000000000125,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
1,8.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,Kopylov,Ribeiro,2,0,7,-2.539999999999992,-5.0800000000000125,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
1,46.0,30.0,46.0,30.0,-2.0,0.0,0.0,26.0,Matthews,Flowers,2,0,9,5.0800000000000125,5.079999999999984,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
1,-19.0,-15.0,-20.0,-16.0,2.0,0.0,0.0,-17.0,Semelsberger,Medic,2,0,9,0.0,10.159999999999997,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
1,27.0,24.0,15.0,15.0,-1.0,1.0,0.0,87.0,Maverick,Cachoeira,2,0,12,-10.159999999999997,0.0,0.0,UFC 291: Poirier vs. Gaethje 2,Salt Lake City,USA
0,76.0,31.0,77.0,31.0,-1.0,-1.0,0.0,-56.0,Aspinall,Tybura,3,0,4,5.0800000000000125,0.0,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
0,99.0,27.0,109.0,37.0,4.0,0.0,0.0,-7.0,McCann,Stoliarenko,2,0,12,-7.6200000000000045,-10.159999999999997,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
0,-171.0,-69.0,-173.0,-72.0,-3.0,0.0,0.0,-28.0,Wood,Fili,2,0,2,-12.700000000000017,-12.700000000000017,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
0,-36.0,-26.0,-32.0,-23.0,-1.0,0.0,0.0,-5.0,Craig,Muniz,2,0,7,5.0800000000000125,-5.0800000000000125,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
1,8.0,10.0,-12.0,-6.0,4.0,3.0,0.0,98.0,Herbert,Ziam,2,0,6,0.0,5.0800000000000125,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
1,28.0,41.0,24.0,36.0,-4.0,-3.0,0.0,213.0,Murphy,Culibao,2,0,2,-2.5400000000000205,0.0,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
0,90.0,40.0,50.0,9.0,1.0,1.0,0.0,10.0,Grant,Marcos,2,0,0,2.539999999999992,0.0,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
0,-91.0,-68.0,-39.0,-26.0,3.0,-1.0,0.0,-227.0,Roberts,Parsons,2,0,9,10.159999999999997,12.700000000000017,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
1,-42.0,-16.0,-41.0,-13.0,-2.0,0.0,0.0,-60.0,Diakiese,Alvarez,2,0,6,-12.699999999999989,-10.160000000000025,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
1,-10.0,2.0,0.0,8.0,-2.0,0.0,0.0,-16.0,Parkin,Pogues,2,0,4,2.539999999999992,5.079999999999984,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
0,322.0,270.0,182.0,138.0,7.0,6.0,0.0,949.0,Muradov,Barberena,2,0,7,5.0800000000000125,7.6200000000000045,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
0,-290.0,-267.0,-154.0,-139.0,-7.0,-6.0,2.0,-933.0,Vieira,Kianzad,2,0,10,2.539999999999992,5.0800000000000125,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
1,25.0,22.0,3.0,3.0,2.0,0.0,-2.0,36.0,Duncan,Ashmouz,2,0,6,2.5400000000000205,7.6200000000000045,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
1,78.0,60.0,84.0,64.0,0.0,2.0,0.0,82.0,Bannon,Brasil,2,0,13,-2.539999999999992,0.0,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
1,21.0,-3.0,24.0,-1.0,5.0,2.0,0.0,28.0,Filho,Barez,2,0,3,2.5400000000000205,5.0800000000000125,0.0,UFC Fight Night: Aspinall vs. Tybura,London,United Kingdom
1,-31.0,-6.0,-37.0,-11.0,3.0,-2.0,1.0,64.0,Holm,Bueno Silva,3,0,10,5.0800000000000125,7.6200000000000045,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
0,90.0,39.0,114.0,62.0,-9.0,-2.0,-1.0,-244.0,Della Maddalena,Hafez,2,0,9,0.0,2.539999999999992,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
0,-5.0,-28.0,-5.0,-28.0,0.0,0.0,0.0,0.0,Azaitar,Prado,2,0,6,-5.0800000000000125,5.0800000000000125,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
1,-152.0,-74.0,-154.0,-76.0,7.0,0.0,0.0,81.0,Duraev,Park,2,0,7,2.539999999999992,5.0800000000000125,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
1,22.0,32.0,23.0,33.0,-8.0,0.0,0.0,-81.0,Dumont,Chandler,2,0,11,-2.539999999999992,-2.539999999999992,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
0,-108.0,-65.0,-109.0,-65.0,2.0,1.0,0.0,47.0,Sadykhov,McKinney,2,0,6,0.0,-10.159999999999997,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
0,0.0,-3.0,1.0,-3.0,-2.0,-1.0,0.0,-47.0,Lutz,Baghdasaryan,2,0,2,-2.539999999999992,5.079999999999984,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
0,136.0,82.0,112.0,59.0,0.0,0.0,2.0,68.0,Dudakova,Nunes,2,0,13,2.539999999999992,2.5400000000000205,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
0,-19.0,-24.0,-12.0,-17.0,6.0,2.0,-2.0,75.0,Lingo,Costa,2,0,2,0.0,-2.539999999999992,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
0,202.0,112.0,204.0,116.0,-4.0,-2.0,0.0,-143.0,Elder,Valdez,2,0,6,2.5400000000000205,0.0,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
0,-54.0,-4.0,-43.0,4.0,-1.0,0.0,0.0,0.0,Nam,Maksum,2,0,3,0.0,-5.0800000000000125,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
0,-130.0,-102.0,-136.0,-107.0,4.0,2.0,0.0,126.0,Munoz,Deaton,2,0,6,5.079999999999984,7.6200000000000045,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
0,23.0,25.0,17.0,19.0,-2.0,-1.0,0.0,-12.0,Evans-Smith,Perez,2,0,10,7.6200000000000045,2.5400000000000205,0.0,UFC Fight Night: Holm vs. Bueno Silva,Las Vegas,USA
